Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
"42,260",823.15,333.45,162.24,2.06,0.87,"42,828",231.96,0.71,0.99,0.78,0.70,0.01,0.00,0.48,0.99,HOROZ
"42,373",836.82,333.02,162.74,2.05,0.87,"43,049",232.27,0.81,0.98,0.76,0.70,0.01,0.00,0.49,1.00,HOROZ
"42,389",805.94,327.98,167.20,1.96,0.86,"43,060",232.32,0.78,0.98,0.82,0.71,0.01,0.00,0.50,0.98,HOROZ
"42,402",800.75,318.29,171.80,1.85,0.84,"43,064",232.35,0.70,0.98,0.83,0.73,0.01,0.00,0.53,0.99,HOROZ
"42,450",828.12,347.95,156.47,2.22,0.89,"42,820",232.48,0.61,0.99,0.78,0.67,0.01,0.00,0.45,0.99,HOROZ
"42,450",828.12,347.95,156.47,2.22,0.89,"42,820",232.48,0.61,0.99,0.78,0.67,0.01,0.00,0.45,0.99,HOROZ
"42,505",805.21,323.51,167.80,1.93,0.85,"43,079",232.64,0.68,0.99,0.82,0.72,0.01,0.00,0.52,1.00,HOROZ
"42,552",793.74,313.31,174.19,1.80,0.83,"43,067",232.76,0.65,0.99,0.85,0.74,0.01,0.00,0.55,0.99,HOROZ
"42,614",804.84,327.29,166.79,1.96,0.86,"43,188",232.93,0.73,0.99,0.83,0.71,0.01,0.00,0.51,0.99,HOROZ
"42,642",806.49,324.36,168.62,1.92,0.85,"43,163",233.01,0.81,0.99,0.82,0.72,0.01,0.00,0.52,0.99,HOROZ
"42,670",791.46,293.88,185.54,1.58,0.78,"43,350",233.09,0.71,0.98,0.86,0.79,0.01,0.00,0.63,1.00,HOROZ
"42,678",822.71,340.95,160.86,2.12,0.88,"43,227",233.11,0.84,0.99,0.79,0.68,0.01,0.00,0.47,0.99,HOROZ
"42,693",787.18,309.58,177.29,1.75,0.82,"43,246",233.15,0.81,0.99,0.87,0.75,0.01,0.00,0.57,0.99,HOROZ
"42,708",834.59,350.37,155.80,2.25,0.90,"43,198",233.19,0.81,0.99,0.77,0.67,0.01,0.00,0.44,1.00,HOROZ
"42,710",816.69,335.84,163.67,2.05,0.87,"43,315",233.20,0.81,0.99,0.80,0.69,0.01,0.00,0.48,0.99,HOROZ
"42,757",832.74,339.14,162.05,2.09,0.88,"43,391",233.32,0.60,0.99,0.77,0.69,0.01,0.00,0.47,0.99,HOROZ
"42,774",780.82,292.55,187.04,1.56,0.77,"43,284",233.37,0.72,0.99,0.88,0.80,0.01,0.00,0.64,1.00,HOROZ
"42,780",801.21,322.59,169.39,1.90,0.85,"43,293",233.39,0.80,0.99,0.84,0.72,0.01,0.00,0.52,1.00,HOROZ
"42,818",828.99,334.98,163.37,2.05,0.87,"43,434",233.49,0.62,0.99,0.78,0.70,0.01,0.00,0.49,1.00,HOROZ
"42,857",816.25,339.00,161.42,2.10,0.88,"43,328",233.60,0.73,0.99,0.81,0.69,0.01,0.00,0.47,1.00,HOROZ
"43,000",968.54,348.52,158.32,2.20,0.89,"44,715",233.99,0.67,0.96,0.58,0.67,0.01,0.00,0.45,0.99,HOROZ
"43,015",825.52,341.44,161.43,2.12,0.88,"43,627",234.03,0.71,0.99,0.79,0.69,0.01,0.00,0.47,0.99,HOROZ
"43,029",812.61,323.97,170.32,1.90,0.85,"43,500",234.06,0.74,0.99,0.82,0.72,0.01,0.00,0.52,0.99,HOROZ
"43,077",830.70,349.04,158.77,2.20,0.89,"43,755",234.20,0.77,0.98,0.78,0.67,0.01,0.00,0.45,0.99,HOROZ
"43,099",815.39,328.23,168.61,1.95,0.86,"43,710",234.25,0.70,0.99,0.81,0.71,0.01,0.00,0.51,0.99,HOROZ
"43,099",815.39,328.23,168.61,1.95,0.86,"43,710",234.25,0.70,0.99,0.81,0.71,0.01,0.00,0.51,0.99,HOROZ
"43,114",823.48,336.20,165.31,2.03,0.87,"43,778",234.30,0.60,0.98,0.80,0.70,0.01,0.00,0.49,0.99,HOROZ
"43,126",816.93,337.61,163.39,2.07,0.88,"43,547",234.33,0.82,0.99,0.81,0.69,0.01,0.00,0.48,1.00,HOROZ
"43,136",819.64,324.60,172.25,1.88,0.85,"44,239",234.36,0.65,0.98,0.81,0.72,0.01,0.00,0.52,0.98,HOROZ
"43,185",810.95,325.52,170.72,1.91,0.85,"43,737",234.49,0.87,0.99,0.83,0.72,0.01,0.00,0.52,0.99,HOROZ
"43,192",800.21,314.05,176.54,1.78,0.83,"43,717",234.51,0.80,0.99,0.85,0.75,0.01,0.00,0.56,0.99,HOROZ
"43,204",839.53,346.34,159.81,2.17,0.89,"43,959",234.54,0.65,0.98,0.77,0.68,0.01,0.00,0.46,0.99,HOROZ
"43,279",843.07,336.28,164.67,2.04,0.87,"43,813",234.74,0.61,0.99,0.77,0.70,0.01,0.00,0.49,1.00,HOROZ
"43,409",831.02,338.53,163.73,2.07,0.88,"44,050",235.10,0.61,0.99,0.79,0.69,0.01,0.00,0.48,1.00,HOROZ
"43,418",814.87,322.25,172.50,1.87,0.84,"44,045",235.12,0.70,0.99,0.82,0.73,0.01,0.00,0.53,0.99,HOROZ
"43,493",834.83,335.06,166.84,2.01,0.87,"44,332",235.32,0.60,0.98,0.78,0.70,0.01,0.00,0.49,0.99,HOROZ
"43,518",905.77,348.72,159.60,2.18,0.89,"44,595",235.39,0.57,0.98,0.67,0.68,0.01,0.00,0.46,1.00,HOROZ
"43,533",820.62,333.80,167.48,1.99,0.87,"44,179",235.43,0.82,0.99,0.81,0.71,0.01,0.00,0.50,0.99,HOROZ
"43,548",846.55,347.44,163.96,2.12,0.88,"45,022",235.47,0.66,0.97,0.76,0.68,0.01,0.00,0.46,0.97,HOROZ
"43,554",828.29,339.22,164.77,2.06,0.87,"44,186",235.49,0.65,0.99,0.80,0.69,0.01,0.00,0.48,0.99,HOROZ
"43,693",817.65,328.28,170.72,1.92,0.85,"44,262",235.86,0.80,0.99,0.82,0.72,0.01,0.00,0.52,0.99,HOROZ
"43,717",819.23,330.96,169.31,1.95,0.86,"44,186",235.93,0.83,0.99,0.82,0.71,0.01,0.00,0.51,0.99,HOROZ
"43,743",829.88,345.64,162.24,2.13,0.88,"44,261",236.00,0.70,0.99,0.80,0.68,0.01,0.00,0.47,0.99,HOROZ
"43,743",830.35,338.57,165.89,2.04,0.87,"44,514",236.00,0.66,0.98,0.80,0.70,0.01,0.00,0.49,0.99,HOROZ
"43,746",836.69,339.35,165.41,2.05,0.87,"44,442",236.01,0.71,0.98,0.79,0.70,0.01,0.00,0.48,0.99,HOROZ
"43,746",836.69,339.35,165.41,2.05,0.87,"44,442",236.01,0.71,0.98,0.79,0.70,0.01,0.00,0.48,0.99,HOROZ
"43,779",837.56,349.47,160.00,2.18,0.89,"44,241",236.10,0.80,0.99,0.78,0.68,0.01,0.00,0.46,1.00,HOROZ
"43,832",836.57,340.05,165.03,2.06,0.87,"44,421",236.24,0.82,0.99,0.79,0.69,0.01,0.00,0.48,0.99,HOROZ
"43,844",826.34,338.90,165.76,2.04,0.87,"44,434",236.27,0.82,0.99,0.81,0.70,0.01,0.00,0.49,0.99,HOROZ
"43,844",826.34,338.90,165.76,2.04,0.87,"44,434",236.27,0.82,0.99,0.81,0.70,0.01,0.00,0.49,0.99,HOROZ
"43,848",845.05,343.31,164.03,2.09,0.88,"44,478",236.28,0.67,0.99,0.77,0.69,0.01,0.00,0.47,0.99,HOROZ
"43,871",814.60,328.48,170.90,1.92,0.85,"44,373",236.34,0.64,0.99,0.83,0.72,0.01,0.00,0.52,1.00,HOROZ
"43,886",773.79,289.90,193.32,1.50,0.75,"44,317",236.38,0.76,0.99,0.92,0.82,0.01,0.00,0.66,1.00,HOROZ
"43,900",839.18,347.18,162.24,2.14,0.88,"44,449",236.42,0.75,0.99,0.78,0.68,0.01,0.00,0.46,0.99,HOROZ
"43,912",844.20,354.30,159.68,2.22,0.89,"44,602",236.45,0.70,0.98,0.77,0.67,0.01,0.00,0.45,0.99,HOROZ
"43,914",833.35,341.73,164.64,2.08,0.88,"44,402",236.46,0.59,0.99,0.79,0.69,0.01,0.00,0.48,0.99,HOROZ
"43,918",824.22,340.09,164.97,2.06,0.87,"44,470",236.47,0.69,0.99,0.81,0.70,0.01,0.00,0.48,1.00,HOROZ
"43,924",834.16,345.42,163.00,2.12,0.88,"44,618",236.49,0.71,0.98,0.79,0.68,0.01,0.00,0.47,0.99,HOROZ
"43,955",805.06,313.76,180.41,1.74,0.82,"44,903",236.57,0.71,0.98,0.85,0.75,0.01,0.00,0.57,0.99,HOROZ
"43,978",836.88,331.89,169.55,1.96,0.86,"44,747",236.63,0.64,0.98,0.79,0.71,0.01,0.00,0.51,1.00,HOROZ
"43,991",808.66,320.69,177.05,1.81,0.83,"45,031",236.67,0.75,0.98,0.85,0.74,0.01,0.00,0.54,0.99,HOROZ
"44,020",822.52,335.12,168.16,1.99,0.86,"44,553",236.74,0.80,0.99,0.82,0.71,0.01,0.00,0.50,0.99,HOROZ
"44,029",823.82,327.69,172.20,1.90,0.85,"44,653",236.77,0.70,0.99,0.82,0.72,0.01,0.00,0.52,0.99,HOROZ
"44,049",812.82,322.75,176.28,1.83,0.84,"44,699",236.82,0.82,0.99,0.84,0.73,0.01,0.00,0.54,0.99,HOROZ
"44,074",841.28,338.66,167.22,2.03,0.87,"44,765",236.89,0.63,0.98,0.78,0.70,0.01,0.00,0.49,0.99,HOROZ
"44,120",809.20,324.54,174.77,1.86,0.84,"44,690",237.01,0.80,0.99,0.85,0.73,0.01,0.00,0.53,0.99,HOROZ
"44,154",819.80,340.65,166.25,2.05,0.87,"44,617",237.10,0.83,0.99,0.83,0.70,0.01,0.00,0.48,0.99,HOROZ
"44,171",826.19,343.41,163.97,2.09,0.88,"44,634",237.15,0.77,0.99,0.81,0.69,0.01,0.00,0.48,1.00,HOROZ
"44,258",832.58,334.90,169.47,1.98,0.86,"44,909",237.38,0.66,0.99,0.80,0.71,0.01,0.00,0.50,0.99,HOROZ
"44,362",845.28,350.77,161.63,2.17,0.89,"44,851",237.66,0.58,0.99,0.78,0.68,0.01,0.00,0.46,1.00,HOROZ
"44,375",843.95,350.68,161.74,2.17,0.89,"44,978",237.70,0.59,0.99,0.78,0.68,0.01,0.00,0.46,1.00,HOROZ
"44,389",825.92,316.66,180.17,1.76,0.82,"45,118",237.73,0.65,0.98,0.82,0.75,0.01,0.00,0.56,0.99,HOROZ
"44,392",848.68,359.51,158.17,2.27,0.90,"45,043",237.74,0.81,0.99,0.77,0.66,0.01,0.00,0.44,0.99,HOROZ
"44,399",828.05,341.54,166.36,2.05,0.87,"44,950",237.76,0.80,0.99,0.81,0.70,0.01,0.00,0.48,0.99,HOROZ
"44,492",822.87,336.98,168.65,2.00,0.87,"44,949",238.01,0.65,0.99,0.83,0.71,0.01,0.00,0.50,1.00,HOROZ
"44,535",856.04,346.89,165.68,2.09,0.88,"45,306",238.13,0.60,0.98,0.76,0.69,0.01,0.00,0.47,0.99,HOROZ
"44,562",850.14,343.52,168.02,2.04,0.87,"45,393",238.20,0.61,0.98,0.77,0.69,0.01,0.00,0.48,0.98,HOROZ
"44,594",846.72,353.86,161.59,2.19,0.89,"45,211",238.28,0.75,0.99,0.78,0.67,0.01,0.00,0.45,0.99,HOROZ
"44,606",829.62,339.28,168.28,2.02,0.87,"45,224",238.32,0.71,0.99,0.81,0.70,0.01,0.00,0.49,0.99,HOROZ
"44,608",859.48,329.86,175.17,1.88,0.85,"45,446",238.32,0.85,0.98,0.76,0.72,0.01,0.00,0.52,0.98,HOROZ
"44,614",850.43,351.27,162.31,2.16,0.89,"45,243",238.34,0.63,0.99,0.78,0.68,0.01,0.00,0.46,1.00,HOROZ
"44,614",850.43,351.27,162.31,2.16,0.89,"45,243",238.34,0.63,0.99,0.78,0.68,0.01,0.00,0.46,1.00,HOROZ
"44,648",808.73,310.63,183.91,1.69,0.81,"45,229",238.43,0.75,0.99,0.86,0.77,0.01,0.00,0.59,1.00,HOROZ
"44,648",833.62,350.29,162.91,2.15,0.89,"45,149",238.43,0.81,0.99,0.81,0.68,0.01,0.00,0.46,1.00,HOROZ
"44,701",850.20,349.48,164.44,2.13,0.88,"45,295",238.57,0.58,0.99,0.78,0.68,0.01,0.00,0.47,0.99,HOROZ
"44,704",847.54,360.19,158.39,2.27,0.90,"45,127",238.58,0.74,0.99,0.78,0.66,0.01,0.00,0.44,1.00,HOROZ
"44,710",832.12,332.07,171.96,1.93,0.86,"45,234",238.59,0.69,0.99,0.81,0.72,0.01,0.00,0.52,1.00,HOROZ
"44,710",832.12,332.07,171.96,1.93,0.86,"45,234",238.59,0.69,0.99,0.81,0.72,0.01,0.00,0.52,1.00,HOROZ
"44,737",847.58,345.09,166.10,2.08,0.88,"45,395",238.66,0.62,0.99,0.78,0.69,0.01,0.00,0.48,0.99,HOROZ
"44,738",810.87,324.99,175.68,1.85,0.84,"45,116",238.67,0.80,0.99,0.86,0.73,0.01,0.00,0.54,1.00,HOROZ
"44,785",839.91,334.75,174.67,1.92,0.85,"46,109",238.79,0.74,0.97,0.80,0.71,0.01,0.00,0.51,0.98,HOROZ
"44,787",861.81,344.33,166.18,2.07,0.88,"45,406",238.80,0.81,0.99,0.76,0.69,0.01,0.00,0.48,1.00,HOROZ
"44,799","1,005.55",362.45,157.99,2.29,0.90,"46,552",238.83,0.65,0.96,0.56,0.66,0.01,0.00,0.43,1.00,HOROZ
"44,805",841.09,311.84,185.33,1.68,0.80,"45,487",238.85,0.65,0.99,0.80,0.77,0.01,0.00,0.59,0.99,HOROZ
"44,846",832.16,342.39,168.04,2.04,0.87,"45,356",238.96,0.69,0.99,0.81,0.70,0.01,0.00,0.49,0.99,HOROZ
"44,870",846.28,354.60,161.64,2.19,0.89,"45,511",239.02,0.72,0.99,0.79,0.67,0.01,0.00,0.45,1.00,HOROZ
"44,875",853.49,351.01,164.53,2.13,0.88,"45,627",239.03,0.65,0.98,0.77,0.68,0.01,0.00,0.46,0.99,HOROZ
"44,904",826.44,317.43,181.16,1.75,0.82,"45,676",239.11,0.68,0.98,0.83,0.75,0.01,0.00,0.57,0.99,HOROZ
"44,963",878.72,365.08,157.33,2.32,0.90,"45,613",239.27,0.80,0.99,0.73,0.66,0.01,0.00,0.43,1.00,HOROZ
"45,005",837.61,341.76,170.37,2.01,0.87,"45,807",239.38,0.65,0.98,0.81,0.70,0.01,0.00,0.49,0.98,HOROZ
"45,030",842.59,343.63,168.22,2.04,0.87,"45,623",239.45,0.63,0.99,0.80,0.70,0.01,0.00,0.49,0.99,HOROZ
"45,032",836.40,338.16,171.57,1.97,0.86,"45,647",239.45,0.68,0.99,0.81,0.71,0.01,0.00,0.50,0.99,HOROZ
"45,102",865.77,347.78,167.21,2.08,0.88,"45,917",239.64,0.67,0.98,0.76,0.69,0.01,0.00,0.47,0.99,HOROZ
"45,104",820.47,331.23,174.05,1.90,0.85,"45,620",239.64,0.63,0.99,0.84,0.72,0.01,0.00,0.52,1.00,HOROZ
"45,131",840.08,347.60,167.37,2.08,0.88,"45,781",239.71,0.73,0.99,0.80,0.69,0.01,0.00,0.48,0.99,HOROZ
"45,149",855.29,358.11,165.27,2.17,0.89,"47,022",239.76,0.80,0.96,0.78,0.67,0.01,0.00,0.45,0.97,HOROZ
"45,200",873.21,357.13,162.86,2.19,0.89,"45,850",239.90,0.75,0.99,0.74,0.67,0.01,0.00,0.45,0.99,HOROZ
"45,210",841.53,341.71,169.52,2.02,0.87,"45,836",239.92,0.66,0.99,0.80,0.70,0.01,0.00,0.49,0.99,HOROZ
"45,226",827.48,338.23,170.77,1.98,0.86,"45,753",239.97,0.63,0.99,0.83,0.71,0.01,0.00,0.50,1.00,HOROZ
"45,236",824.06,334.33,172.79,1.93,0.86,"45,823",239.99,0.79,0.99,0.84,0.72,0.01,0.00,0.52,1.00,HOROZ
"45,257",888.85,361.56,159.96,2.26,0.90,"45,957",240.05,0.62,0.98,0.72,0.66,0.01,0.00,0.44,1.00,HOROZ
"45,280",846.15,353.49,164.32,2.15,0.89,"45,912",240.11,0.62,0.99,0.79,0.68,0.01,0.00,0.46,0.99,HOROZ
"45,297",854.18,341.55,169.67,2.01,0.87,"46,087",240.15,0.63,0.98,0.78,0.70,0.01,0.00,0.49,1.00,HOROZ
"45,369",834.30,338.99,171.60,1.98,0.86,"45,987",240.34,0.76,0.99,0.82,0.71,0.01,0.00,0.50,0.99,HOROZ
"45,401",838.24,346.70,167.58,2.07,0.88,"45,999",240.43,0.79,0.99,0.81,0.69,0.01,0.00,0.48,0.99,HOROZ
"45,407",835.03,341.12,170.14,2.00,0.87,"46,053",240.45,0.64,0.99,0.82,0.70,0.01,0.00,0.50,1.00,HOROZ
"45,413",851.18,356.48,162.74,2.19,0.89,"46,013",240.46,0.69,0.99,0.79,0.67,0.01,0.00,0.46,1.00,HOROZ
"45,469",848.02,357.51,162.42,2.20,0.89,"45,920",240.61,0.66,0.99,0.79,0.67,0.01,0.00,0.45,1.00,HOROZ
"45,470",842.28,339.41,173.56,1.96,0.86,"46,378",240.61,0.63,0.98,0.81,0.71,0.01,0.00,0.50,0.98,HOROZ
"45,471",848.86,346.40,168.72,2.05,0.87,"46,192",240.61,0.78,0.98,0.79,0.69,0.01,0.00,0.48,0.99,HOROZ
"45,473",834.56,335.93,173.67,1.93,0.86,"46,244",240.62,0.78,0.98,0.82,0.72,0.01,0.00,0.51,0.99,HOROZ
"45,478",838.04,331.84,176.28,1.88,0.85,"46,206",240.63,0.61,0.98,0.81,0.73,0.01,0.00,0.53,0.99,HOROZ
"45,478",838.04,331.84,176.28,1.88,0.85,"46,206",240.63,0.61,0.98,0.81,0.73,0.01,0.00,0.53,0.99,HOROZ
"45,518",859.94,322.29,189.29,1.70,0.81,"47,963",240.74,0.66,0.95,0.77,0.75,0.01,0.00,0.56,0.95,HOROZ
"45,525",840.70,348.65,166.80,2.09,0.88,"46,054",240.76,0.74,0.99,0.81,0.69,0.01,0.00,0.48,1.00,HOROZ
"45,525",853.65,358.83,162.03,2.21,0.89,"46,116",240.76,0.67,0.99,0.79,0.67,0.01,0.00,0.45,1.00,HOROZ
"45,554",854.45,358.56,162.21,2.21,0.89,"46,189",240.83,0.70,0.99,0.78,0.67,0.01,0.00,0.45,1.00,HOROZ
"45,606",855.19,342.06,171.39,2.00,0.87,"46,331",240.97,0.78,0.98,0.78,0.70,0.01,0.00,0.50,0.99,HOROZ
"45,609",834.65,341.09,172.59,1.98,0.86,"46,157",240.98,0.79,0.99,0.82,0.71,0.01,0.00,0.50,0.99,HOROZ
"45,631",840.96,321.92,182.73,1.76,0.82,"46,505",241.04,0.65,0.98,0.81,0.75,0.01,0.00,0.56,0.99,HOROZ
"45,654",857.77,343.33,169.91,2.02,0.87,"46,271",241.10,0.80,0.99,0.78,0.70,0.01,0.00,0.49,1.00,HOROZ
"45,654",828.52,340.13,171.86,1.98,0.86,"46,355",241.10,0.71,0.98,0.84,0.71,0.01,0.00,0.50,0.99,HOROZ
"45,666",870.02,350.54,166.39,2.11,0.88,"46,356",241.13,0.61,0.99,0.76,0.69,0.01,0.00,0.47,1.00,HOROZ
"45,720",860.36,342.50,171.55,2.00,0.87,"46,478",241.27,0.64,0.98,0.78,0.70,0.01,0.00,0.50,0.99,HOROZ
"45,805",859.28,350.60,167.09,2.10,0.88,"46,453",241.50,0.64,0.99,0.78,0.69,0.01,0.00,0.47,1.00,HOROZ
"45,816",859.13,338.74,173.17,1.96,0.86,"46,674",241.53,0.79,0.98,0.78,0.71,0.01,0.00,0.51,0.99,HOROZ
"45,817",862.12,333.46,175.91,1.90,0.85,"46,654",241.53,0.76,0.98,0.77,0.72,0.01,0.00,0.52,0.99,HOROZ
"45,864",844.25,334.58,175.91,1.90,0.85,"46,714",241.65,0.74,0.98,0.81,0.72,0.01,0.00,0.52,0.99,HOROZ
"45,887",839.12,339.74,173.01,1.96,0.86,"46,394",241.71,0.62,0.99,0.82,0.71,0.01,0.00,0.51,0.99,HOROZ
"45,908",827.01,336.12,174.79,1.92,0.85,"46,390",241.77,0.76,0.99,0.84,0.72,0.01,0.00,0.52,0.99,HOROZ
"45,915",817.89,324.10,181.55,1.79,0.83,"46,477",241.79,0.76,0.99,0.86,0.75,0.01,0.00,0.56,0.99,HOROZ
"45,918",842.45,350.36,167.59,2.09,0.88,"46,281",241.79,0.79,0.99,0.81,0.69,0.01,0.00,0.48,1.00,HOROZ
"45,928",858.37,353.57,167.98,2.10,0.88,"46,692",241.82,0.80,0.98,0.78,0.68,0.01,0.00,0.47,0.98,HOROZ
"45,942",847.44,349.21,168.00,2.08,0.88,"46,485",241.86,0.79,0.99,0.80,0.69,0.01,0.00,0.48,1.00,HOROZ
"45,968",841.04,346.63,169.44,2.05,0.87,"46,394",241.93,0.69,0.99,0.82,0.70,0.01,0.00,0.49,1.00,HOROZ
"45,968",838.33,339.33,174.23,1.95,0.86,"46,698",241.93,0.71,0.98,0.82,0.71,0.01,0.00,0.51,0.99,HOROZ
"46,056",859.40,359.39,163.46,2.20,0.89,"46,532",242.16,0.78,0.99,0.78,0.67,0.01,0.00,0.45,1.00,HOROZ
"46,062",856.67,346.97,171.97,2.02,0.87,"47,106",242.17,0.81,0.98,0.79,0.70,0.01,0.00,0.49,0.98,HOROZ
"46,067",855.70,350.70,167.97,2.09,0.88,"46,689",242.19,0.80,0.99,0.79,0.69,0.01,0.00,0.48,1.00,HOROZ
"46,068",863.08,344.16,171.78,2.00,0.87,"46,892",242.19,0.77,0.98,0.78,0.70,0.01,0.00,0.50,0.99,HOROZ
"46,100",847.12,336.27,175.76,1.91,0.85,"46,735",242.27,0.77,0.99,0.81,0.72,0.01,0.00,0.52,0.99,HOROZ
"46,127",862.12,358.66,166.12,2.16,0.89,"47,134",242.34,0.73,0.98,0.78,0.68,0.01,0.00,0.46,0.99,HOROZ
"46,143",832.98,334.31,177.28,1.89,0.85,"46,616",242.39,0.77,0.99,0.84,0.73,0.01,0.00,0.53,0.99,HOROZ
"46,144",856.55,351.33,167.89,2.09,0.88,"46,630",242.39,0.77,0.99,0.79,0.69,0.01,0.00,0.48,1.00,HOROZ
"46,180",850.83,344.08,172.37,2.00,0.87,"46,881",242.48,0.62,0.99,0.80,0.70,0.01,0.00,0.50,0.99,HOROZ
"46,229",832.72,335.54,176.09,1.91,0.85,"46,809",242.61,0.64,0.99,0.84,0.72,0.01,0.00,0.52,1.00,HOROZ
"46,230",855.56,350.63,169.80,2.06,0.87,"46,861",242.61,0.82,0.99,0.79,0.69,0.01,0.00,0.48,0.99,HOROZ
"46,261",848.81,350.46,169.04,2.07,0.88,"46,904",242.70,0.80,0.99,0.81,0.69,0.01,0.00,0.48,0.99,HOROZ
"46,267",854.52,341.61,174.97,1.95,0.86,"47,026",242.71,0.69,0.98,0.80,0.71,0.01,0.00,0.50,0.99,HOROZ
"46,275",832.69,337.74,175.52,1.92,0.85,"46,788",242.73,0.80,0.99,0.84,0.72,0.01,0.00,0.52,0.99,HOROZ
"46,298",842.98,329.64,179.98,1.83,0.84,"46,971",242.79,0.64,0.99,0.82,0.74,0.01,0.00,0.54,0.99,HOROZ
"46,316",879.45,345.66,172.37,2.01,0.87,"47,252",242.84,0.72,0.98,0.75,0.70,0.01,0.00,0.49,0.99,HOROZ
"46,415",844.86,349.77,169.78,2.06,0.87,"46,946",243.10,0.78,0.99,0.82,0.70,0.01,0.00,0.48,1.00,HOROZ
"46,428",872.73,365.99,161.96,2.26,0.90,"46,913",243.13,0.81,0.99,0.77,0.66,0.01,0.00,0.44,1.00,HOROZ
"46,481",849.52,343.26,173.98,1.97,0.86,"47,264",243.27,0.73,0.98,0.81,0.71,0.01,0.00,0.50,0.99,HOROZ
"46,519",863.42,356.75,167.52,2.13,0.88,"47,189",243.37,0.76,0.99,0.78,0.68,0.01,0.00,0.47,0.99,HOROZ
"46,522",853.27,351.17,170.45,2.06,0.87,"47,247",243.38,0.74,0.98,0.80,0.69,0.01,0.00,0.48,0.99,HOROZ
"46,562",840.98,337.63,176.10,1.92,0.85,"47,115",243.48,0.81,0.99,0.83,0.72,0.01,0.00,0.52,1.00,HOROZ
"46,563",852.78,352.41,168.94,2.09,0.88,"47,203",243.49,0.69,0.99,0.80,0.69,0.01,0.00,0.48,1.00,HOROZ
"46,581",974.02,364.78,164.44,2.22,0.89,"47,874",243.53,0.74,0.97,0.62,0.67,0.01,0.00,0.45,0.99,HOROZ
"46,634",864.95,351.29,169.72,2.07,0.88,"47,345",243.67,0.66,0.98,0.78,0.69,0.01,0.00,0.48,1.00,HOROZ
"46,642",875.77,362.17,164.88,2.20,0.89,"47,195",243.69,0.65,0.99,0.76,0.67,0.01,0.00,0.45,0.99,HOROZ
"46,680",844.03,341.04,175.21,1.95,0.86,"47,312",243.79,0.76,0.99,0.82,0.71,0.01,0.00,0.51,0.99,HOROZ
"46,696",862.88,354.98,168.05,2.11,0.88,"47,259",243.83,0.78,0.99,0.79,0.69,0.01,0.00,0.47,1.00,HOROZ
"46,696",862.88,354.98,168.05,2.11,0.88,"47,259",243.83,0.78,0.99,0.79,0.69,0.01,0.00,0.47,1.00,HOROZ
"46,708",875.90,364.87,163.45,2.23,0.89,"47,371",243.87,0.79,0.99,0.77,0.67,0.01,0.00,0.45,1.00,HOROZ
"46,749",854.76,333.32,179.21,1.86,0.84,"47,417",243.97,0.67,0.99,0.80,0.73,0.01,0.00,0.54,1.00,HOROZ
"46,755",864.85,353.63,171.29,2.06,0.87,"47,547",243.99,0.81,0.98,0.79,0.69,0.01,0.00,0.48,0.98,HOROZ
"46,777",845.20,349.19,171.17,2.04,0.87,"47,247",244.05,0.82,0.99,0.82,0.70,0.01,0.00,0.49,1.00,HOROZ
"46,777",845.20,349.19,171.17,2.04,0.87,"47,247",244.05,0.82,0.99,0.82,0.70,0.01,0.00,0.49,1.00,HOROZ
"46,794",864.07,356.44,168.45,2.12,0.88,"47,586",244.09,0.61,0.98,0.79,0.68,0.01,0.00,0.47,0.99,HOROZ
"46,798",881.18,331.33,182.40,1.82,0.83,"47,864",244.10,0.72,0.98,0.76,0.74,0.01,0.00,0.54,0.99,HOROZ
"46,808",866.84,362.26,165.69,2.19,0.89,"47,280",244.13,0.64,0.99,0.78,0.67,0.01,0.00,0.45,0.99,HOROZ
"46,826",851.03,348.06,172.36,2.02,0.87,"47,442",244.17,0.81,0.99,0.81,0.70,0.01,0.00,0.49,0.99,HOROZ
"46,831",878.18,367.57,163.99,2.24,0.89,"47,446",244.19,0.77,0.99,0.76,0.66,0.01,0.00,0.44,0.99,HOROZ
"46,851",854.53,328.92,183.16,1.80,0.83,"47,631",244.24,0.72,0.98,0.81,0.74,0.01,0.00,0.55,0.99,HOROZ
"46,863",867.43,347.44,172.13,2.02,0.87,"47,538",244.27,0.70,0.99,0.78,0.70,0.01,0.00,0.49,1.00,HOROZ
"46,863",867.43,347.44,172.13,2.02,0.87,"47,538",244.27,0.70,0.99,0.78,0.70,0.01,0.00,0.49,1.00,HOROZ
"46,867",846.66,340.17,177.01,1.92,0.85,"47,529",244.28,0.78,0.99,0.82,0.72,0.01,0.00,0.52,0.99,HOROZ
"46,892",834.76,330.65,181.54,1.82,0.84,"47,506",244.35,0.71,0.99,0.85,0.74,0.01,0.00,0.55,0.99,HOROZ
"46,907",857.56,335.56,181.24,1.85,0.84,"47,888",244.38,0.64,0.98,0.80,0.73,0.01,0.00,0.53,0.98,HOROZ
"46,955",873.02,360.91,166.76,2.16,0.89,"47,609",244.51,0.66,0.99,0.77,0.68,0.01,0.00,0.46,0.99,HOROZ
